userid,start_date_s,end_date_s,status_s,progress_s,duration_s_s,finished_s,recorded_date_s,response_id_s,distribution_channel,user_language,id_1_s,id_2_s,id_3_s,id_4_s,id_5_s,participinfo,consent,q12_first_click,q12_last_click,q12_page_submit,q12_click_count,entexp,entxn,entxb,xposent,xposen,xposeb,prog,programme,q18,q19_first_click,q19_last_click,q19_page_submit,q19_click_count,cse1,cse2,cse3,creativese,q24_first_click,q24_last_click,q24_page_submit,q24_click_count,pinno1,pinno2,pinno3,persinno,q29_first_click,q29_last_click,q29_page_submit,q29_click_count,pl1,cl1,cl2,pl2,cl3,ml1,ml2,pl3,ml3,pl,cl,ml,frequse,frequentuser,useplan,useprof,useacad,usecontext,q44_first_click,q44_last_click,q44_page_submit,q44_click_count,se1,se2,se3,selfefficacy,q49_first_click,q49_last_click,q49_page_submit,q49_click_count,gender,q50_3_text,ageoriginal,hscountry,country_n,country_group,uk,q53_first_click,q53_last_click,q53_page_submit,q53_click_count,q63_first_click,q63_last_click,q63_page_submit,q63_click_count,random_id,id
js27dj,2024-01-31T11:28:05Z,2024-01-31T11:45:13Z,IP Address,100,1028,TRUE,2024-01-31T11:45:14Z,R_4cE7bc0P1pTOwDf,anonymous,EN,j,s,27,d,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,"I am an exchange student, but I study business in my home university.",Another programme with a business component,0,10.231,10.231,11.692,1,5,6,4,5,6.421,6.421,7.6,1,3,2,2,2.3333333333333335,6.045,24.173,24.949,2,6,7,7,7,1,6,5,5,3,6,5,4.666666666666667,About once each week.,0,3,2,2,2.3333333333333335,4.721,4.721,5.518,1,5,7,5,5.666666666666667,7.443,7.443,7.955,1,Female,NA,24,China,95,China,0,NA,NA,NA,NA,0,0,64.338,0,91822,NA
jx16ya,2024-03-08T14:29:46Z,2024-03-08T14:38:08Z,IP Address,100,502,TRUE,2024-03-08T14:38:10Z,R_7Py0ZDjLt1rfUbv,anonymous,EN,j,x,16,y,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,4.136,0,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,Computer Science / Data Science / Informatics.,A programme without a business component,1,6.033,6.033,8.094,1,7,7,7,7,2.517,2.517,3.271,1,6,6,7,6.333333333333333,2.344,2.344,3.04,1,6,7,7,7,5,4,6,3,6,5.333333333333333,6.333333333333333,5.333333333333333,Once or more each day.,frequent generative AI user,3,1,1,1.6666666666666667,3.476,3.476,7.139,1,6,7,7,6.666666666666667,3.234,3.917,4.514,2,Prefer not to say,NA,25,China,95,China,0,NA,NA,NA,NA,0,0,30.741,0,82710,NA
kb02do,2024-02-01T09:21:19Z,2024-02-01T09:41:06Z,IP Address,100,1187,TRUE,2024-02-01T09:41:07Z,R_285kcO3rlY3pItz,anonymous,EN,k,b,02,d,o,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,8.941,0,None of the above.,0,0,None of the above.,0,0,A programme at the Business School.,Business programme at the business school,0,9.894,9.894,14.776,1,6,5,4,5,4.912,4.912,6.04,1,5,4,4,4.333333333333333,16.345,16.345,22.223,1,5,3,4,4,6,5,6,5,5,4.666666666666667,4.333333333333333,5.333333333333333,Twice or three times a month.,0,3,3,2,2.6666666666666665,8.28,8.28,25.619,1,6,6,5,5.666666666666667,5.932,5.932,7.165,1,Male,NA,20,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,12.219,12.219,54.605,1,16719,NA
kb11cj,2024-01-31T11:27:20Z,2024-01-31T11:34:46Z,IP Address,100,445,TRUE,2024-01-31T11:34:46Z,R_6pY8qATrRKBrOif,anonymous,EN,k,b,11,c,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,None of the above.,0,0,A programme at the Business School.,Business programme at the business school,0,4.83,4.83,6.214,1,5,6,6,5.666666666666667,3.845,3.845,4.834,1,5,2,4,3.6666666666666665,7.811,7.811,8.582,1,2,3,3,2,1,2,2,3,3,2.3333333333333335,2.3333333333333335,2.3333333333333335,About once each week.,0,3,3,2,2.6666666666666665,3.768,3.768,4.89,1,6,7,7,6.666666666666667,3.388,3.388,4.176,1,Female,NA,20,United States,6,United States,0,NA,NA,NA,NA,6.232,6.232,30.722,1,72933,NA
kc15cm,2024-01-31T11:29:19Z,2024-01-31T11:41:15Z,IP Address,100,716,TRUE,2024-01-31T11:41:16Z,R_2QQKxHSSHcmSjoz,anonymous,EN,k,c,15,c,m,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,10.551,0,I have experience as a business owner.,entrepreneurial experience – narrower,entrepreneurial experience –broader,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,2,14.277,14.277,21.886,1,4,6,6,5.333333333333333,19.549,20.4,21.124,2,5,6,4,5,7.352,8.453,9.011,2,2,4,5,4,2,5,5,6,4,4,3.6666666666666665,4.666666666666667,Twice or three times a month.,0,3,3,2,2.6666666666666665,4.094,4.094,7.466,1,7,7,7,7,5.392,5.392,6.07,1,Female,NA,20,China,95,China,0,NA,NA,NA,NA,4.802,4.802,60.415,1,24961,NA
kd27nj,2024-02-05T15:26:05Z,2024-02-05T15:30:18Z,IP Address,100,252,TRUE,2024-02-05T15:30:18Z,R_3xEFKqIDK7TM0EJ,anonymous,EN,k,d,27,n,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a business owner.,entrepreneurial experience – narrower,entrepreneurial experience –broader,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,3 or more,3.324,5.384,6.712,2,7,7,6,6.666666666666667,2.575,3.94,4.216,2,6,5,4,5,2.858,6.141,6.483,3,7,6,6,6,7,4,6,6,5,6.333333333333333,6.333333333333333,5,Twice or three times a month.,0,2,2,2,2,1.128,2.761,4.146,2,6,6,6,6,1.55,3.95,4.693,3,Female,NA,21,India,7,India,0,NA,NA,NA,NA,3.834,3.849,4.496,2,47600,NA
ki26dj,2024-01-31T11:29:27Z,2024-01-31T11:38:09Z,IP Address,100,522,TRUE,2024-01-31T11:38:09Z,R_8IFAynSScdyTf6i,anonymous,EN,k,i,26,d,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,0,6.568,6.568,19.363,1,5,6,5,5.333333333333333,3.207,3.207,4.63,1,4,2,6,4,4.058,4.058,5.284,1,5,2,2,4,2,3,5,4,3,4.333333333333333,2,3.6666666666666665,About once each week.,0,3,2,2,2.3333333333333335,3.776,3.776,5.27,1,4,5,5,4.666666666666667,4.334,4.334,5.556,1,Female,NA,22,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,5.679,5.679,38.818,1,97877,NA
ks04io,2024-01-31T11:27:10Z,2024-01-31T11:39:45Z,IP Address,100,755,TRUE,2024-01-31T11:39:46Z,R_6fxS8DSdy0rVhfD,anonymous,EN,k,s,04,i,o,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,11.163,11.163,12.638,1,6,7,6,6.333333333333333,5.757,5.757,6.664,1,7,7,7,7,2.905,2.905,4.277,1,5,6,6,7,5,4,6,7,4,6.333333333333333,5.666666666666667,4.666666666666667,Several times each week.,frequent generative AI user,2,2,1,1.6666666666666667,10.893,10.893,12.133,1,5,7,6,6,6.374,8.758,9.748,2,Male,NA,30,Chile,2,Latin America & Caribbean,0,NA,NA,NA,NA,0,0,62.671,0,22988,NA
ks05hn,2024-01-31T11:26:57Z,2024-01-31T11:38:18Z,IP Address,100,680,TRUE,2024-01-31T11:38:19Z,R_7tyS3oklAJqZexn,anonymous,EN,k,s,05,h,n,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a business owner.,entrepreneurial experience – narrower,entrepreneurial experience –broader,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,2,5.547,5.547,7.761,1,6,6,6,6,4.216,4.216,5.347,1,6,4,6,5.333333333333333,4.703,4.703,5.981,1,6,7,6,6,7,7,6,7,6,6.333333333333333,6.666666666666667,6.333333333333333,Once or more each day.,frequent generative AI user,3,2,1,2,4.843,4.843,6.8,1,7,7,6,6.666666666666667,4.665,4.665,5.879,1,Male,NA,22,China,95,China,0,NA,NA,NA,NA,0,0,2.977,0,79128,NA
lc22bj,2024-01-31T11:27:50Z,2024-01-31T11:38:22Z,IP Address,100,632,TRUE,2024-01-31T11:38:23Z,R_62l3cgw8NtVchDR,anonymous,EN,l,c,22,b,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,None of the above.,0,0,"I am an exchange student, but I study business in my home university.",Another programme with a business component,3 or more,5.264,5.264,6.133,1,6,6,6,6,3.932,3.932,4.656,1,7,3,6,5.333333333333333,8.331,8.331,8.991,1,3,4,4,4,2,4,6,6,3,4.333333333333333,3.3333333333333335,4.333333333333333,About once each week.,0,3,1,2,2,8.568,8.568,10.501,1,5,6,5,5.333333333333333,5.772,6.466,7.048,2,Female,NA,21,China,95,China,0,NA,NA,NA,NA,12.567,12.567,72.139,1,69092,NA
le03ms,2024-03-08T14:29:37Z,2024-03-08T14:36:37Z,IP Address,100,419,TRUE,2024-03-08T14:36:37Z,R_1cXiyYcfKx5yf0B,anonymous,EN,l,e,03,m,s,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,9.312,9.312,10.397,1,4,5,5,4.666666666666667,3.619,3.619,4.344,1,4,5,6,5,2.658,6.042,6.806,2,5,5,3,6,5,4,5,7,5,6,4.333333333333333,4.666666666666667,Once or more each day.,frequent generative AI user,2,2,1,1.6666666666666667,4.274,4.274,7.719,1,6,6,6,6,5.696,5.696,6.468,1,Female,NA,26,Paraguay,2,Latin America & Caribbean,0,NA,NA,NA,NA,7.15,7.15,24.21,1,11143,NA
le25hj,2024-01-31T11:27:36Z,2024-01-31T11:36:46Z,IP Address,100,550,TRUE,2024-01-31T11:36:47Z,R_6thWJirSy7hMAcA,anonymous,EN,l,e,25,h,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,13.143,0,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,0,6.149,8.724,9.465,3,4,5,5,4.666666666666667,2.396,2.396,3.088,1,5,6,5,5.333333333333333,2.309,2.309,2.785,1,6,6,7,7,7,6,6,6,5,6.333333333333333,6.666666666666667,5.666666666666667,Once or more each day.,frequent generative AI user,3,2,1,2,2.032,2.032,2.843,1,4,5,4,4.333333333333333,2.144,2.144,2.871,1,Female,NA,21,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,49.64,49.64,116.438,1,14569,NA
lg23js,2024-01-31T11:29:26Z,2024-01-31T11:35:05Z,IP Address,100,338,TRUE,2024-01-31T11:35:05Z,R_8THuGYhgGS0IrlA,anonymous,EN,l,g,23,j,s,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,None of the above.,0,0,A programme at the Business School.,Business programme at the business school,0,2.283,2.283,5.71,1,5,6,6,5.666666666666667,5.748,5.748,6.58,1,5,7,6,6,4.988,4.988,6.116,1,7,5,4,7,1,6,4,7,1,7,3.3333333333333335,3.6666666666666665,About once a month.,0,3,1,2,2,3.351,3.351,4.591,1,5,5,5,5,2.953,2.953,3.992,1,Male,NA,21,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,2.522,2.522,29.63,1,51606,NA
lk17to,2024-01-31T11:29:43Z,2024-01-31T11:39:26Z,IP Address,100,583,TRUE,2024-01-31T11:39:27Z,R_4lsLnh9bR44D0tP,anonymous,EN,l,k,17,t,o,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,0,12.003,12.003,18.307,1,6,6,6,6,5.878,5.878,6.911,1,2,1,1,1.3333333333333333,3.45,3.45,5.122,1,5,5,3,6,3,5,3,6,2,5.666666666666667,3.6666666666666665,3.3333333333333335,Less than once a month.,0,2,3,3,2.6666666666666665,6.328,6.328,7.935,1,6,5,5,5.333333333333333,4.134,4.134,5.355,1,Female,NA,22,South Africa,2,Sub-Saharan Africa,0,NA,NA,NA,NA,2.153,2.153,59.633,1,99758,NA
